id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
1588,中铁花溪渡,顺义,518,40296元/平米,3室1厅1厨2卫,高楼层 (共18层),128.55㎡,平层,99.38㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-08-22,商品房,2014-01-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
1589,模式口西里,石景山,225,39537元/平米,2室1厅1厨1卫,底层 (共6层),56.91㎡,平层,40.86㎡,板楼,南 西 北,钢混结构,简装,一梯两户,集中供暖,无,70年,2019-05-27,商品房,2012-06-27,普通住宅,满五年,非共有,"
                                有抵押 150万元 哈尔滨银行 客户偿还
                              ",已上传房本照片
1590,普惠南里,海淀,630,93334元/平米,3室1厅1厨1卫,高楼层 (共16层),67.5㎡,平层,47.7㎡,塔楼,东 北,钢混结构,简装,两梯七户,集中供暖,有,70年,2019-12-01,已购公房,2001-06-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1591,恩济里小区,海淀,660,80390元/平米,2室1厅1厨1卫,高楼层 (共7层),82.1㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2018-05-09,已购公房,2009-01-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1592,左安漪园,东城,785,88322元/平米,2室1厅1厨1卫,低楼层 (共15层),88.88㎡,平层,71.35㎡,塔楼,东,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-09-25,商品房,2017-05-31,普通住宅,满两年,非共有,"
                                有抵押 80万元 银行 业主自还
                              ",已上传房本照片
1593,望京新城,朝阳,580,63133元/平米,2室1厅1厨1卫,中楼层 (共27层),91.87㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,三梯十二户,集中供暖,有,70年,2019-03-13,商品房,2005-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1594,惠民家园,门头沟,200,31403元/平米,2室1厅1厨1卫,中楼层 (共19层),63.69㎡,平层,48.58㎡,板楼,南,钢混结构,简装,两梯六户,集中供暖,有,70年,2019-09-22,二类经济适用房,2014-06-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1595,西平里,顺义,272,33183元/平米,2室1厅1厨1卫,底层 (共6层),81.97㎡,平层,63.09㎡,板楼,东 西,混合结构,简装,一梯两户,集中供暖,无,70年,2018-05-18,已购公房,2009-11-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1596,官园南里三区,西城,1080,139355元/平米,3室1厅1厨1卫,中楼层 (共11层),77.5㎡,平层,暂无数据,板楼,东 南 北,钢混结构,简装,两梯三户,集中供暖,有,70年,2019-07-23,已购公房,1996-08-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1597,国瑞城中区,东城,1550,101934元/平米,3室1厅1厨2卫,低楼层 (共16层),152.06㎡,平层,122.16㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,2019-08-05,商品房,2007-06-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1598,百旺家苑,海淀,850,70481元/平米,2室2厅1厨2卫,低楼层 (共9层),120.6㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,70年,2019-10-25,商品房,2008-10-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
1599,国悦府,海淀,3600,90485元/平米,5室2厅2厨4卫,中楼层 (共19层),397.86㎡,平层,299.48㎡,塔楼,南 北,钢混结构,精装,四梯三十八户,集中供暖,有,70年,2018-03-12,商品房,2012-06-26,公寓,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1600,远洋山水,石景山,420,67590元/平米,1室1厅1厨1卫,中楼层 (共25层),62.14㎡,平层,47.81㎡,塔楼,东,钢混结构,精装,两梯九户,集中供暖,有,70年,2019-11-20,商品房,2006-10-16,普通住宅,满五年,非共有,"
                                有抵押 10万元
                              ",已上传房本照片
1601,胜古中路1号院,东城,1300,68299元/平米,4室2厅1厨2卫,中楼层 (共14层),190.34㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,70年,2019-03-28,商品房,2004-06-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1602,六铺炕三区,西城,836,137500元/平米,2室1厅1厨1卫,中楼层 (共4层),60.8㎡,平层,暂无数据,板楼,东北,混合结构,精装,一梯四户,集中供暖,无,70年,2019-11-18,商品房,2015-05-29,普通住宅,满两年,非共有,"
                                有抵押 40万元 工商银行 客户偿还
                              ",已上传房本照片
1603,远洋自然,丰台,660,63032元/平米,2室1厅1厨1卫,中楼层 (共16层),104.71㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-05-14,商品房,2016-05-26,普通住宅,满两年,非共有,"
                                有抵押 190万元 公积金 业主自还
                              ",已上传房本照片
1604,清逸园,大兴,356,39126元/平米,3室2厅1厨1卫,中楼层 (共6层),90.99㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,70年,2019-09-27,商品房,2013-04-15,普通住宅,满五年,非共有,"
                                有抵押 100万元 建设银行
                              ",已上传房本照片
1605,胡家园小区,东城,480,81095元/平米,2室1厅1厨1卫,中楼层 (共6层),59.19㎡,平层,1㎡,板楼,东北,砖混结构,简装,一梯五户,集中供暖,无,70年,2017-05-11,已购公房,2010-09-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1606,信和嘉园,西城,1240,109415元/平米,2室1厅1厨1卫,高楼层 (共20层),113.33㎡,平层,90.99㎡,板塔结合,南 北,钢混结构,精装,两梯五户,自供暖,有,70年,2019-08-28,商品房,2016-11-11,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
1607,青年湖东里,东城,570,101859元/平米,2室1厅1厨1卫,低楼层 (共6层),55.96㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,2018-07-02,已购公房,1998-12-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1608,建业苑,朝阳,545,61610元/平米,3室1厅1厨1卫,低楼层 (共7层),88.46㎡,平层,88.46㎡,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,无,70年,2019-10-03,已购公房,2004-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1609,远洋德邑,东城,525,85897元/平米,1室1厅1厨1卫,低楼层 (共13层),61.12㎡,平层,49.55㎡,板塔结合,西北,钢混结构,精装,两梯九户,集中供暖,有,70年,2019-03-30,商品房,2006-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1610,金龙公寓,西城,1760,150197元/平米,2室2厅1厨2卫,高楼层 (共14层),117.18㎡,平层,暂无数据,板塔结合,东 南,钢混结构,精装,两梯八户,集中供暖,有,70年,2018-05-04,央产房,2002-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1611,国家计委宿舍,海淀,700,95838元/平米,2室1厅1厨1卫,中楼层 (共16层),73.04㎡,平层,暂无数据,塔楼,南 西,钢混结构,其他,两梯八户,集中供暖,有,70年,2019-12-07,已购公房,2003-02-10,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
1612,东方太阳城,顺义,758,42281元/平米,4室2厅1厨2卫,底层 (共4层),179.28㎡,平层,160.77㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,70年,2019-03-30,商品房,2007-05-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1613,倚山嘉园,门头沟,330,32902元/平米,2室1厅1厨1卫,低楼层 (共14层),100.3㎡,平层,75.72㎡,板楼,南,钢混结构,精装,两梯三户,自供暖,有,70年,2019-07-20,商品房,2016-04-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
1614,万明园,西城,630,127531元/平米,2室1厅1厨1卫,中楼层 (共16层),49.4㎡,平层,暂无数据,板塔结合,东南,混合结构,精装,两梯三户,集中供暖,有,70年,2019-11-17,已购公房,2002-01-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1615,朝阳园,朝阳,817,56741元/平米,3室1厅1厨2卫,中楼层 (共31层),143.99㎡,平层,107.76㎡,塔楼,南,钢混结构,精装,三梯八户,集中供暖,有,70年,2019-08-27,商品房,2011-05-19,公寓,满五年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片
1616,融域嘉园,朝阳,1180,90387元/平米,3室1厅1厨2卫,中楼层 (共15层),130.55㎡,平层,107.77㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,2019-08-21,商品房,2012-07-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1617,远洋沁山水,石景山,1350,93284元/平米,3室2厅1厨2卫,低楼层 (共21层),144.72㎡,平层,117.32㎡,板楼,东 西,钢混结构,精装,两梯两户,集中供暖,有,70年,2019-04-06,商品房,2016-09-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
1618,小康家园,大兴,370,42924元/平米,2室1厅1厨1卫,中楼层 (共6层),86.2㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,2019-12-02,已购公房,2017-03-03,普通住宅,满两年,共有,"
                                暂无数据
                              ",已上传房本照片
1619,华龙美晟,东城,659,57874元/平米,3室1厅1厨2卫,底层 (共12层),113.87㎡,平层,93.48㎡,板塔结合,南 北,钢混结构,其他,一梯三户,自供暖,有,70年,2019-12-01,商品房,2017-02-14,普通住宅,满两年,非共有,"
                                有抵押 363万元 工商银行
                              ",已上传房本照片
1620,水科院,海淀,619,84563元/平米,2室1厅1厨1卫,中楼层 (共16层),73.2㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯七户,集中供暖,有,70年,2018-04-08,已购公房,1999-10-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
1621,长阳国际城二区,房山,375,42126元/平米,3室1厅1厨1卫,中楼层 (共20层),89.02㎡,平层,70.45㎡,板塔结合,南 北,钢混结构,精装,两梯四户,自供暖,有,70年,2019-07-23,商品房,2017-11-16,普通住宅,满两年,非共有,"
                                有抵押 1200000万元 工行
                              ",已上传房本照片
1622,海运仓小区,东城,740,114163元/平米,2室1厅1厨1卫,中楼层 (共7层),64.82㎡,平层,58㎡,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,无,70年,2019-05-21,商品房,2009-07-23,普通住宅,满五年,非共有,"
                                有抵押 850000万元 招商银行，还有50万未还 客户偿还
                              ",已上传房本照片
1623,珠江帝景,朝阳,910,77355元/平米,2室2厅1厨2卫,高楼层 (共26层),117.64㎡,平层,95.31㎡,塔楼,南,钢混结构,简装,三梯八户,集中供暖,有,70年,2019-02-18,商品房,2013-01-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
